BRAND, MODEL, TYPE, LINK,image_url
Dreadbox,Komorebi,"['Chorus and Vibrato', 'Flanger Pedals']",https://reverb.com/p/dreadbox-komorebi,https://rvb-img.reverb.com/image/upload/s--DGw-dsiN--/t_card-square/v1641327399/lmbkavcfpnl6wxrgdiv5.jpg
Dreadbox,Disorder,['Fuzz Pedals and Effects'],https://reverb.com/p/dreadbox-disorder,https://rvb-img.reverb.com/image/upload/s--WSs_8-Ya--/t_card-square/v1651512217/y2wxcq2n5zibyrdmzm6b.png
Dreadbox,Darkness,"['Octave and Pitch-Shifting Pedals', 'Reverb Pedals']",https://reverb.com/p/dreadbox-darkness,https://rvb-img.reverb.com/image/upload/s--VTOjJj1G--/t_card-square/v1641328669/vd8wc2m3aaectanabt5x.jpg
Dreadbox,Raindrops,"['Delay Pedals', 'Reverb Pedals']",https://reverb.com/p/dreadbox-raindrops,https://rvb-img.reverb.com/image/upload/s--zXrlGd9m--/t_card-square/v1664214531/ckeinqwvbeojtqljgrwi.jpg
Dreadbox,Hypnosis Time Effects Processor,['Multi-Effects Pedals and Processors'],https://reverb.com/p/dreadbox-hypnosis-time-effects-processor,https://rvb-img.reverb.com/image/upload/s--rGep3gAI--/t_card-square/v1581541771/hfmnogzfoxvvoxjnnuxy.png
Dreadbox,Kinematic,['Compressor Pedals'],https://reverb.com/p/dreadbox-kinematic,https://rvb-img.reverb.com/image/upload/s--laAX8msG--/t_card-square/v1634322375/q52rf6wkimscdipecpyw.jpg
Dreadbox,Treminator,['Tremolo Pedals'],https://reverb.com/p/dreadbox-treminator,https://rvb-img.reverb.com/image/upload/s---EkRfGx3--/t_card-square/v1664214531/ml97xt8o3r6xn0k89we9.jpg
Dreadbox,Lethargy,['Phaser Pedals'],https://reverb.com/p/dreadbox-lethargy,https://rvb-img.reverb.com/image/upload/s--lSYE5Xbn--/t_card-square/v1641328736/zydgowqaowdpeydypkzc.jpg
Dunlop,GCB95 Cry Baby Standard Wah,['Filter and Wah Pedals'],https://reverb.com/p/dunlop-cry-baby-wah-gcb-95,"https://rvb-img.reverb.com/image/upload/s--DfYhlFgn--/t_card-square/v1704474021/sem0uwc5y0fy6hi4xs1u.png"
Dunlop,DVP4 Volume X Mini Pedal,"['Controller, Expression and Volume Pedals']",https://reverb.com/p/dunlop-dvp4-volume-x-mini,https://rvb-img.reverb.com/image/upload/s--LK3fSGew--/t_card-square/v1612907406/ck0nwzhxjuss0dgrx5c9.png
Dunlop,EP103 Echoplex Delay Effects Pedal,['Delay Pedals'],https://reverb.com/p/dunlop-ep103-echoplex-delay,https://rvb-img.reverb.com/image/upload/s--DcdFChMk--/t_card-square/v1490123370/cn84rihecrxhju17ivyr.jpg
Dunlop,CBM95 Cry Baby Mini Wah,['Filter and Wah Pedals'],https://reverb.com/p/dunlop-cbm95-mini-cry-baby,https://rvb-img.reverb.com/image/upload/s--sXgXGBj9--/t_card-square/v1677622715/ymuitxbkmhgcihbhfrpi.png
Dunlop,535Q Cry Baby Multi-Wah,['Filter and Wah Pedals'],https://reverb.com/p/dunlop-535q-crybaby-multi-wah,https://rvb-img.reverb.com/image/upload/s--lvk2w-lE--/t_card-square/v1612900058/z1s6ozytydepe5tiglp4.png
Dunlop,FFM3 Jimi Hendrix Signature Fuzz Face Mini,['Fuzz Pedals and Effects'],https://reverb.com/p/dunlop-ffm3-jimi-hendrix-fuzz-face-mini,https://rvb-img.reverb.com/image/upload/s--eM-MBjQQ--/t_card-square/v1612909330/hf6gpv709ppvyd6zesio.png
Dunlop,JHF1 Jimi Hendrix Signature Fuzz Face,['Fuzz Pedals and Effects'],https://reverb.com/p/dunlop-jh-f1-jimi-hendrix-fuzz-face,https://rvb-img.reverb.com/image/upload/s--jFYzgv9P--/t_card-square/v1612987035/pkbdor7ictcc8ddm28gi.png
Dunlop,JDF2 Fuzz Face,['Fuzz Pedals and Effects'],https://reverb.com/p/dunlop-jdf2-fuzz-face-germanium,https://rvb-img.reverb.com/image/upload/s--TbGpe9dB--/t_card-square/v1627568728/buurudi1yny146flawdu.jpg
Dunlop,DVP3 Volume X Pedal,"['Controller, Expression and Volume Pedals']",https://reverb.com/p/dunlop-dvp3-volume-x,https://rvb-img.reverb.com/image/upload/s--Q7aan-YH--/t_card-square/v1649093825/fnqze2fzsfwbpoi8qvxo.png
Dunlop,105Q Cry Baby Bass Wah,['Filter and Wah Pedals'],https://reverb.com/p/dunlop-105q-bass-cry-baby,https://rvb-img.reverb.com/image/upload/s--iwsyfngZ--/t_card-square/v1612896384/zwaa4tnhkz3zjtnvmfsw.png
Dunlop,EP101 Echoplex Preamp,['Overdrive and Boost Pedals'],https://reverb.com/p/dunlop-echoplex-ep101,"https://rvb-img.reverb.com/image/upload/s--28q4J7_v--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1478102665/mjvkexbxnujdqdepe6jt.png"
Dunlop,FFM6 Band Of Gypsys Fuzz Face Mini,['Fuzz Pedals and Effects'],https://reverb.com/p/dunlop-ffm6-band-of-gypsys-fuzz-face-mini,"https://rvb-img.reverb.com/image/upload/s--fa-w7nC2--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1431379393/bzrtyujkyuhwfgnvxqux.jpg"
Dunlop,FFM2 Germanium Fuzz Face Mini,['Fuzz Pedals and Effects'],https://reverb.com/p/dunlop-germanium-fuzz-face-mini,https://rvb-img.reverb.com/image/upload/s--aJGpiJCl--/t_card-square/v1625674262/r7tmjnwrguhsc4ak6k44.jpg
Dunlop,GCB95F Cry Baby Classic Wah,['Filter and Wah Pedals'],https://reverb.com/p/dunlop-gcb-95f-cry-baby-classic-fasel,https://rvb-img.reverb.com/image/upload/s--r5dToSul--/t_card-square/v1612910278/zwnkl0khgicmfkrim4zp.png
Dunlop,FFM1 Silicon Fuzz Face Mini,['Fuzz Pedals and Effects'],https://reverb.com/p/dunlop-silcon-fuzz-face-mini,https://rvb-img.reverb.com/image/upload/s--TvuV0AlU--/t_card-square/v1612909206/pfdwx2jilje9vb7jjduw.png
Dunlop,MC404 CAE Custom Audio Electronics Wah,['Filter and Wah Pedals'],https://reverb.com/p/dunlop-mc404-cae-wah,"https://rvb-img.reverb.com/image/upload/s--oZZBWJpS--/t_card-square/v1612987891/j6mkvo15gvbdxw9dfefy.png"
Dunlop,DVP5 Volume (X) 8 Pedal,"['Controller, Expression and Volume Pedals']",https://reverb.com/p/dunlop-dvp5-volume-x-8-pedal,https://rvb-img.reverb.com/image/upload/s--QrsbJvgg--/t_card-square/v1610568364/r2utvhab1bg1oppwvbi8.jpg
Dunlop,JD4S Rotovibe,['Chorus and Vibrato'],https://reverb.com/p/dunlop-jd4s-rotovibe,https://rvb-img.reverb.com/image/upload/s--hURZYfTb--/t_card-square/v1612911317/pa2iqkdvqfm6rol6hu0o.png
Dunlop,CBJ95 Cry Baby Junior Wah,['Filter and Wah Pedals'],https://reverb.com/p/dunlop-cbj95-cry-baby-junior-wah,https://rvb-img.reverb.com/image/upload/s--8TVib0m_--/t_card-square/v1601675369/lvam9nu0m5iec2akspzr.jpg
Dunlop,CBM535Q Cry Baby Mini Wah,['Filter and Wah Pedals'],https://reverb.com/p/dunlop-cbm535q-cry-baby-mini-wah,"https://rvb-img.reverb.com/image/upload/s--C2fomZ2k--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1518125818/v7xgemr7wiuf3pleqrlp.png"
Dunlop,KH95 Kirk Hammett Signature Cry Baby Wah,['Filter and Wah Pedals'],https://reverb.com/p/dunlop-kh95-kirk-hammett-cry-baby-wah,"https://rvb-img.reverb.com/image/upload/s--NJh8E0PV--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1449071364/qo5byfkyfk9qdisyphgp.jpg"
Dunlop,Justin Chancellor Signature Cry Baby Wah,"['Filter and Wah Pedals', 'Fuzz Pedals and Effects']",https://reverb.com/p/dunlop-justin-chancellor-signature-cry-baby-wah,https://rvb-img.reverb.com/image/upload/s--Ch6Io3tf--/t_card-square/v1635971724/urb82ha3x69k52phjvox.jpg
Dunlop,JC95B Jerry Cantrell Signature Cry Baby Wah,['Filter and Wah Pedals'],https://reverb.com/p/dunlop-jc95b-jerry-cantrell-signature-cry-baby-wah,https://rvb-img.reverb.com/image/upload/s--nEZXgYKM--/t_card-square/v1612911147/biwmbfouftbf78kukkin.png
EarthQuaker Devices,Plumes Small Signal Shredder Overdrive,['Overdrive and Boost Pedals'],https://reverb.com/p/earthquaker-devices-plumes-small-signal-shredder-overdrive,https://rvb-img.reverb.com/image/upload/s--fNim3SwO--/t_card-square/v1561749729/itgjejftvubpjlaklvhm.jpg
EarthQuaker Devices,Sunn O))) Life Pedal Octave Distortion + Booster V3,"['Distortion Pedals', 'Octave and Pitch-Shifting Pedals']",https://reverb.com/p/earthquaker-devices-sunn-o-life-pedal-octave-distortion-plus-booster-v3,https://rvb-img.reverb.com/image/upload/s--ODj4wXBQ--/t_card-square/v1667486075/dgjg9hgely2pn4hokpod.png
EarthQuaker Devices,Special Cranker,['Overdrive and Boost Pedals'],https://reverb.com/p/earthquaker-devices-special-cranker,"https://rvb-img.reverb.com/image/upload/s--11E76Y0q--/t_card-square/v1650996223/z8fzxb6w42ybkncvamoq.png"
EarthQuaker Devices,Dispatch Master Digital Delay & Reverb V3,"['Delay Pedals', 'Reverb Pedals']",https://reverb.com/p/earthquaker-devices-dispatch-master-v3-delay-and-reverb,https://rvb-img.reverb.com/image/upload/s--4vPNFFfq--/t_card-square/v1547056196/ccy5pqqfsdnlzueuj4xi.jpg
EarthQuaker Devices,Avalanche Run Stereo Reverb & Delay with Tap Tempo V2,"['Delay Pedals', 'Reverb Pedals']",https://reverb.com/p/earthquaker-devices-avalanche-run-stereo-delay-and-reverb-with-tap-tempo-v2,https://rvb-img.reverb.com/image/upload/s--G8vmY0sq--/t_card-square/v1677511589/ehq0yri9oleizka0zn83.png
EarthQuaker Devices, Astral Destiny,"['Octave and Pitch-Shifting Pedals', 'Reverb Pedals']",https://reverb.com/p/earthquaker-devices-astral-destiny,https://rvb-img.reverb.com/image/upload/s--w8Itfi2g--/t_card-square/v1612626745/y7xqzputalnwuw3ppbep.jpg
EarthQuaker Devices,Hizumitas,['Fuzz Pedals and Effects'],https://reverb.com/p/earthquaker-devices-hizumitas,https://rvb-img.reverb.com/image/upload/s--BONFIVt2--/t_card-square/v1635885363/nijmpdbncinhy5obrq5b.jpg
EarthQuaker Devices,Afterneath Otherworldly Reverberation Machine V3,['Reverb Pedals'],https://reverb.com/p/earthquaker-devices-afterneath-otherworldly-reverberation-machine-v3,https://rvb-img.reverb.com/image/upload/s--y2C9Qbqb--/t_card-square/v1579188478/yocbsflhyhuggmndacnq.jpg
EarthQuaker Devices,Hoof Hybrid Fuzz V2,['Fuzz Pedals and Effects'],https://reverb.com/p/earthquaker-devices-hoof-hybrid-fuzz-v2,"https://rvb-img.reverb.com/image/upload/s--k_DioJIK--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1519700295/becc7g4o48lzxm4k6yvb.jpg"
EarthQuaker Devices,Data Corrupter Modulated Monophonic Harmonizing PPL,"['Fuzz Pedals and Effects', 'Octave and Pitch-Shifting Pedals']",https://reverb.com/p/earthquaker-devices-data-corrupter-modulated-monophonic-pll-harmonizer-1,"https://rvb-img.reverb.com/image/upload/s--N9_Q47a3--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1503929810/o2slvosyx2rcdozfwisx.jpg"
EarthQuaker Devices,Rainbow Machine Polyphonic Pitch Mesmerizer V2 Limited Edition,['Octave and Pitch-Shifting Pedals'],https://reverb.com/p/earthquaker-devices-rainbow-machine-polyphonic-pitch-shifting-modulator-v2,"https://rvb-img.reverb.com/image/upload/s--mUcGru2U--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1516727396/gx2j2upclfawji5nfqrc.jpg"
EarthQuaker Devices,Westwood Translucent Drive Manipulator,['Overdrive and Boost Pedals'],https://reverb.com/p/earthquaker-devices-westwood-translucent-drive-manipulator,"https://rvb-img.reverb.com/image/upload/s--UdbCfiuE--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1515592023/a9tjujsef7ejcwj5sid9.jpg"
EarthQuaker Devices,Acapulco Gold Power Amp Distortion V2,['Distortion Pedals'],https://reverb.com/p/earthquaker-devices-acapulco-gold-power-amp-distortion-v2,"https://rvb-img.reverb.com/image/upload/s--i2V4ZqZc--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1478705626/crsyo408ghzoqlbhsf1y.jpg"
EarthQuaker Devices,Grand Orbiter Phase Machine V3,['Phaser Pedals'],https://reverb.com/p/earthquaker-devices-grand-orbiter-phase-machine-v3,"https://rvb-img.reverb.com/image/upload/s--jeYM0SZQ--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1519700115/qd1sarm6unazim1fwp0o.jpg"
EarthQuaker Devices,Ghost Echo Reverb V3,['Reverb Pedals'],https://reverb.com/p/earthquaker-devices-ghost-echo-v3-reverb,"https://rvb-img.reverb.com/image/upload/s--vYl5HIIG--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1498238585/yyez6klxwktsliluxpeb.jpg"
EarthQuaker Devices,Spatial Delivery Sample & Hold Envelope Filter V2,['Filter and Wah Pedals'],https://reverb.com/p/earthquaker-devices-spatial-delivery-sample-and-hold-envelope-filter-v2,"https://rvb-img.reverb.com/image/upload/s--1CpeJUtx--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1515592022/wmt5prhqcjjxzhh3w4ec.jpg"
EarthQuaker Devices,Swiss Things Pedalboard Reconciler,"['Controller, Expression and Volume Pedals']",https://reverb.com/p/earthquaker-devices-swiss-things,https://rvb-img.reverb.com/image/upload/s--5a4m0jp---/t_card-square/v1547008706/frh0rpbrbs7dxpicmsq6.jpg
EarthQuaker Devices,Palisades Mega Ultimate Overdrive V2,['Overdrive and Boost Pedals'],https://reverb.com/p/earthquaker-devices-palisades-mega-ultimate-maximum-overdrive-v2,"https://rvb-img.reverb.com/image/upload/s--Mc2u6FGP--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1517348573/yqafipssiijjyijm54sm.jpg"
EarthQuaker Devices,Aqueduct Vibrato,['Chorus and Vibrato'],https://reverb.com/p/earthquaker-devices-aqueduct-vibrato,https://rvb-img.reverb.com/image/upload/s--LjYCKfX---/t_card-square/v1535110260/znda9zfsmypumtysmf3p.jpg
EarthQuaker Devices,The Depths Optical Vibe Machine V2,['Chorus and Vibrato'],https://reverb.com/p/earthquaker-devices-the-depths-optical-vibe-machine-v2,"https://rvb-img.reverb.com/image/upload/s--AeuQGbkQ--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1516733289/es85fb2nolkk7v3ntryi.jpg"
EarthQuaker Devices,Bit Commander Analog Octave Synth V2,"['Fuzz Pedals and Effects', 'Octave and Pitch-Shifting Pedals']",https://reverb.com/p/earthquaker-devices-bit-commander-guitar-synthesizer-v2-2017,"https://rvb-img.reverb.com/image/upload/s--fdnSittG--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1487012510/jwyllwmrk9nrh3srkk8j.jpg"
EarthQuaker Devices,Park Fuzz Sound,['Fuzz Pedals and Effects'],https://reverb.com/p/earthquaker-devices-park-fuzz-sound,https://rvb-img.reverb.com/image/upload/s--FuSZJ7fr--/t_card-square/v1424968057/trnkzeewad27rc7fh3nb.jpg
EarthQuaker Devices,Tone Job EQ & Booster V2,"['EQ Pedals', 'Overdrive and Boost Pedals']",https://reverb.com/p/earthquaker-devices-tone-job-v2-eq-and-booster,https://rvb-img.reverb.com/image/upload/s--WaPMuJyU--/t_card-square/v1613418179/aea5lyul8kdchwlpvt8l.jpg
EarthQuaker Devices,Sea Machine Super Chorus V3,['Chorus and Vibrato'],https://reverb.com/p/earthquaker-devices-sea-machine-v3-super-chorus,"https://rvb-img.reverb.com/image/upload/s--cpljfrvv--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1499813953/q2hfhe4nispowrkepu7c.jpg"
Electro-Harmonix,Op Amp Big Muff Pi Reissue,['Fuzz Pedals and Effects'],https://reverb.com/p/electro-harmonix-op-amp-big-muff-reissue-fuzz,https://rvb-img.reverb.com/image/upload/s--NTFYWEv_--/t_card-square/v1637231105/db44pjefuyghsihryxpl.jpg
Electro-Harmonix,Canyon,['Delay Pedals'],https://reverb.com/p/electro-harmonix-canyon,"https://rvb-img.reverb.com/image/upload/s--RNC2yaif--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1490724947/u8efc6h2s6o26vbgxyfo.jpg"
Electro-Harmonix,Pitch Fork Polyphonic Pitch Shifter / Harmony Pedal,"['Controller, Expression and Volume Pedals', 'Octave and Pitch-Shifting Pedals']",https://reverb.com/p/electro-harmonix-pitch-fork-1,https://rvb-img.reverb.com/image/upload/s--ymAjNGru--/t_card-square/v1594957201/mdzn2rpue42268jkjkjp.jpg
Electro-Harmonix,Soul Food Transparent Overdrive,"['Distortion Pedals', 'Overdrive and Boost Pedals']",https://reverb.com/p/electro-harmonix-soul-food-pedal,https://rvb-img.reverb.com/image/upload/s--pnvoxqV5--/t_card-square/v1435851926/ysk4h8x3f79a9irxutva.jpg
Electro-Harmonix,Oceans 11 Reverb,['Reverb Pedals'],https://reverb.com/p/electro-harmonix-oceans-11-reverb,https://rvb-img.reverb.com/image/upload/s--fgtFvRS8--/t_card-square/v1531517367/nxwve1edkzubdr4vxxgr.jpg
Electro-Harmonix,Big Muff Pi Distortion / Sustainer,"['Distortion Pedals', 'Fuzz Pedals and Effects']",https://reverb.com/p/electro-harmonix-big-muff-pi,https://rvb-img.reverb.com/image/upload/s--5cfpRimy--/t_card-square/v1676646479/l7ousl8zqjiluilckyt1.png
Electro-Harmonix,Freeze Nano Sound Retainer Sustain Pedal,['Compressor Pedals'],https://reverb.com/p/electro-harmonix-freeze-sound-retainer,https://rvb-img.reverb.com/image/upload/s--Ka5mvtDa--/t_card-square/v1614115577/p0fr3fvxm6o3oulqvm72.jpg
Electro-Harmonix,Green Russian Big Muff Pi Reissue,['Fuzz Pedals and Effects'],https://reverb.com/p/electro-harmonix-green-russian-big-muff-reissue,https://rvb-img.reverb.com/image/upload/s--ANelW9XC--/t_card-square/v1526316636/s4wbokonbe4i9ijocooe.jpg
Electro-Harmonix,Silencer Noise Gate / Effects Loop,['Noise Reduction and Gates'],https://reverb.com/p/electro-harmonix-silencer-noise-gate-slash-effects-loop,https://rvb-img.reverb.com/image/upload/s--N1ls2Pdv--/t_card-square/v1462551756/w7scnchh0wenf8fgw1fi.jpg
Electro-Harmonix,Holy Grail Nano Reverb,['Reverb Pedals'],https://reverb.com/p/electro-harmonix-holy-grail-nano,https://rvb-img.reverb.com/image/upload/s--ZrMvL0Ev--/t_card-square/v1745510039/wk2dxnkobb7fnadhmoyl.png
Electro-Harmonix,Nano Big Muff Pi Distortion / Sustainer,"['Distortion Pedals', 'Fuzz Pedals and Effects']",https://reverb.com/p/electro-harmonix-nano-big-muff-pi,https://rvb-img.reverb.com/image/upload/s--ZXvZ0xwy--/t_card-square/v1643820863/ilw64lv2fejnq6v1trzu.jpg
Electro-Harmonix,Mel9 Tape Replay Machine,['Guitar Synths'],https://reverb.com/p/electro-harmonix-mel9,https://rvb-img.reverb.com/image/upload/s--EGqasRKF--/t_card-square/v1643820778/kji37p4ksjkfq0trios1.jpg
Electro-Harmonix,POG2 Polyphonic Octave Generator,['Octave and Pitch-Shifting Pedals'],https://reverb.com/p/electro-harmonix-pog-2-octave-generator,https://rvb-img.reverb.com/image/upload/s--FwLuV0Aq--/t_card-square/v1677621943/pgjjya7xkpnmym7sdcos.png
Electro-Harmonix,Small Clone Full Chorus,['Chorus and Vibrato'],https://reverb.com/p/electro-harmonix-small-clone-full-chorus-pedal,https://rvb-img.reverb.com/image/upload/s--YAIOYzPE--/t_card-square/v1677621882/pyczmmiq5va3yssjb8r6.png
Electro-Harmonix,Micro POG Polyphonic Octave Generator,['Octave and Pitch-Shifting Pedals'],https://reverb.com/p/electro-harmonix-micro-pog,https://rvb-img.reverb.com/image/upload/s--UKcmQvC7--/t_card-square/v1622050123/edhyslk6aroj4csnizjm.png
Electro-Harmonix,Ram's Head Big Muff Pi Distortion/Sustainer,['Fuzz Pedals and Effects'],https://reverb.com/p/electro-harmonix-rams-head-big-muff-pi-distortion-slash-sustainer,https://rvb-img.reverb.com/image/upload/s--LuaW1FYn--/t_card-square/v1637231801/awvhgcfnfto3mue8vfyq.jpg
Electro-Harmonix,Nano POG Polyphonic Octave Generator,['Octave and Pitch-Shifting Pedals'],https://reverb.com/p/electro-harmonix-nano-pog,"https://rvb-img.reverb.com/image/upload/s--FPYoB2PS--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1491255367/ccps7vfkhthhnhuepmnb.jpg"
Electro-Harmonix,Attack Decay Reverse Tape Simulator,['Delay Pedals'],https://reverb.com/p/electro-harmonix-attack-decay-reverse-tape-simulator,https://rvb-img.reverb.com/image/upload/s--NkBhpJOv--/t_card-square/v1549472930/kllpbm6n001cp1lv603m.jpg
Electro-Harmonix,Nano Q-Tron,['Filter and Wah Pedals'],https://reverb.com/p/electro-harmonix-nano-q-tron,https://rvb-img.reverb.com/image/upload/s--AwIXwj5y--/t_card-square/v1638373738/uw4ha3whfhv4t9lrdnfb.jpg
Electro-Harmonix,720 Stereo Looper,['Loop Pedals and Samplers'],https://reverb.com/p/electro-harmonix-720-stereo-looper-pedal,https://rvb-img.reverb.com/image/upload/s--oy5XWQS9--/t_card-square/v1677621857/bai4hn8y63ac08pilten.png
Electro-Harmonix,Bass Big Muff Pi Distortion / Sustainer,"['Bass Effect Pedals', 'Fuzz Pedals and Effects']",https://reverb.com/p/electro-harmonix-bass-big-muff-pi-1,https://rvb-img.reverb.com/image/upload/s--nMxhCIeo--/t_card-square/v1507155316/sv1syvhouucy54jhxhmi.jpg
Electro-Harmonix,Slap-Back Echo Reissue,['Delay Pedals'],https://reverb.com/p/electro-harmonix-slap-back-echo-reissue,https://rvb-img.reverb.com/image/upload/s--mQjwpwho--/t_card-square/v1675356048/jj5it91v1cmvoqztia5z.png
Electro-Harmonix,Micro Q-Tron Envelope Filter,['Filter and Wah Pedals'],https://reverb.com/p/electro-harmonix-micro-q-tron-envelope-filter,https://rvb-img.reverb.com/image/upload/s--Bf1S5JpB--/t_card-square/v1677622464/srivocgswvpsy2coqmrw.png
Electro-Harmonix,Big Muff Pi with Tone Wicker Distortion / Sustainer,"['Distortion Pedals', 'Fuzz Pedals and Effects']",https://reverb.com/p/electro-harmonix-big-muff-with-tone-wicker,https://rvb-img.reverb.com/image/upload/s--JPXu_ye3--/t_card-square/v1623355874/aiyaglc7yggar6zwnem4.jpg
Empress,Zoia Compact Grid Controller,"['Multi-Effects Pedals and Processors', 'Noise Generator Pedals']",https://reverb.com/p/empress-zoia-compact-grid-controller,https://rvb-img.reverb.com/image/upload/s--kyuRqB1Z--/t_card-square/v1554322349/xdwxmmbapdgnafjknwep.jpg
Empress,Echosystem Dual Engine Delay,"['Delay Pedals', 'Reverb Pedals']",https://reverb.com/p/empress-echosystem-dual-engine-delay,"https://rvb-img.reverb.com/image/upload/s--tj2W6vx7--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1493915735/qwfxguvlzd6kkegwiha2.jpg"
Empress,Reverb,['Reverb Pedals'],https://reverb.com/p/empress-reverb,"https://rvb-img.reverb.com/image/upload/s--_dWDEEAV--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1476904817/kc6bn4tcgviv7unnucva.png"
Empress,ParaEQ MKII Deluxe,['EQ Pedals'],https://reverb.com/p/empress-paraeq-mkii-deluxe,https://rvb-img.reverb.com/image/upload/s--2Ss9mysV--/t_card-square/v1668802518/dl9vkttdp3rcuarzwzby.jpg
Empress,Compressor MKII,['Compressor Pedals'],https://reverb.com/p/empress-compressor-mkii,https://rvb-img.reverb.com/image/upload/s--c0mmxPH0--/t_card-square/v1605565671/xr0zicc5bykngojoirr3.jpg
Empress,Bass Compressor,"['Bass Effect Pedals', 'Compressor Pedals']",https://reverb.com/p/empress-bass-compressor,https://rvb-img.reverb.com/image/upload/s--cqXLo2C2--/t_card-square/v1604067357/abw2gxrtibqvvfpyc3uj.jpg
Empress,Buffer +,"['Buffer', 'Overdrive and Boost Pedals']",https://reverb.com/p/empress-buffer-plus,https://rvb-img.reverb.com/image/upload/s--jxiZsClY--/t_card-square/v1435851936/dj6akvbbpkr64prp3tre.jpg
Empress,Heavy,"['Distortion Pedals', 'Overdrive and Boost Pedals']",https://reverb.com/p/empress-heavy-distortion,https://rvb-img.reverb.com/image/upload/s--Z6zzLW0b--/t_card-square/v1610744158/ujfxfqomaay2nezvntmu.jpg
Empress,ParaEQ with Boost,['EQ Pedals'],https://reverb.com/p/empress-paraeq-with-boost,https://rvb-img.reverb.com/image/upload/s--8xpZL831--/t_card-square/v1428704100/jjj9gp5m0lm6l1ok3qm8.jpg
Empress,ParaEQ MKII,['EQ Pedals'],https://reverb.com/p/empress-paraeq-mkii,https://rvb-img.reverb.com/image/upload/s--UWmBUCCD--/t_card-square/v1669137866/rrwdejiiwdbvchmi2xvy.jpg
Empress,Compressor,['Compressor Pedals'],https://reverb.com/p/empress-compressor,https://rvb-img.reverb.com/image/upload/s--RznXs9tK--/t_card-square/v1392617053/my3ohjgcq8bchjjt3d9z.jpg
Empress,Buffer,['Buffer'],https://reverb.com/p/empress-buffer,https://rvb-img.reverb.com/image/upload/s--9m8UQjzj--/t_card-square/v1435851936/mrlg0u5eniqxf2kc1ils.jpg
Empress,Tremolo 2,['Tremolo Pedals'],https://reverb.com/p/empress-tremolo-2,https://rvb-img.reverb.com/image/upload/s--nn0Dl5K9--/t_card-square/v1449784050/jzn6uakuur9vmqizosal.jpg
Empress,Phaser,['Phaser Pedals'],https://reverb.com/p/empress-phaser,https://rvb-img.reverb.com/image/upload/s--HN4JLFMp--/t_card-square/v1580413154/bwgtplkrapywb9v8mwat.jpg
Empress,Tape Delay,['Delay Pedals'],https://reverb.com/p/empress-tape-delay,https://rvb-img.reverb.com/image/upload/s--i4ioYspR--/t_card-square/v1435851938/rm6e1na94s9dovaagqrg.jpg
Empress,Nebulus,"['Chorus and Vibrato', 'Flanger Pedals']",https://reverb.com/p/empress-nebulus,https://rvb-img.reverb.com/image/upload/s--A8cgjV-G--/t_card-square/v1472160587/qjpcx0v3i6jepilfkbp6.jpg
Empress,Tremolo,['Tremolo Pedals'],https://reverb.com/p/empress-tremolo,https://rvb-img.reverb.com/image/upload/s--HjW2uSAN--/t_card-square/v1602542442/vg6mn9nvsighkymcphea.jpg
Empress,Vintage Modified Superdelay,['Delay Pedals'],https://reverb.com/p/empress-vintage-modified-superdelay,"https://rvb-img.reverb.com/image/upload/s--h8zG_gpM--/a_exif,c_thumb,f_auto,fl_progressive,g_south,h_296,q_auto:eco,w_296/v1433455068/g6kxdtjkqsdgg199djtx.jpg"
Empress,Multidrive,"['Distortion Pedals', 'Overdrive and Boost Pedals']",https://reverb.com/p/empress-multidrive,https://rvb-img.reverb.com/image/upload/s--utqm7WZz--/t_card-square/v1435851937/yrllctrz6c2au5w5qocx.jpg
